user_id,Generalmerchandise,Grocery,Petsupplies,Restaurant,Retailstore
235,0,0,0,1,0
236,0,0,0,13,13
237,1,3,0,3,0
238,0,0,0,4,0
242,0,0,0,3,0
243,0,0,0,1,0
244,1,14,0,14,0
245,0,0,0,4,0
246,0,0,0,1,0
248,0,0,0,1,0
249,1,3,0,3,0
251,0,0,0,1,0
252,0,0,0,1,0
254,0,0,0,7,7
255,0,0,0,2,0
256,0,0,0,1,0
257,0,0,0,1,0
258,0,0,0,4,0
259,0,0,0,1,0
260,0,0,0,4,0
262,0,0,0,2,0
263,1,3,0,3,0
264,0,0,0,3,3
267,0,0,0,2,0
268,0,0,0,4,0
270,0,0,0,2,0
271,0,0,0,5,5
272,0,0,0,3,0
273,1,3,0,3,0
274,0,0,0,5,5
275,0,0,0,6,6
279,1,4,0,4,0
280,0,0,0,1,0
281,0,0,0,19,19
282,0,0,0,3,0
283,0,0,0,2,0
284,0,0,0,3,0
285,0,0,0,2,0
288,0,0,0,5,5
289,0,0,0,1,0
290,0,0,0,1,0
291,0,0,0,1,0
293,0,0,0,2,0
295,0,0,0,4,0
299,0,0,0,2,0
300,0,0,0,1,0
301,0,0,0,1,0
303,0,0,0,1,0
306,1,4,0,4,0
309,0,0,0,5,0
311,0,0,0,1,0
312,0,0,0,3,0
316,0,0,0,7,7
317,0,0,0,1,0
319,0,0,0,1,0
324,0,0,0,1,0
326,0,0,0,1,0
328,0,0,0,5,5
329,0,0,0,2,0
330,0,0,0,3,0
332,0,0,0,2,0
333,0,0,0,2,0
337,0,0,0,3,0
338,0,0,0,4,0
340,0,0,0,1,0
343,0,0,0,2,0
344,0,0,0,1,0
346,1,3,0,3,0
347,0,0,0,5,0
350,1,4,0,4,0
352,1,11,0,11,0
353,0,0,0,5,0
354,0,0,0,2,0
355,0,0,0,1,0
357,1,6,0,6,0
359,0,0,0,2,0
360,0,0,0,3,0
362,0,0,0,1,0
363,0,0,0,2,0
364,0,0,0,1,0
366,0,0,0,3,0
367,0,0,0,1,0
368,0,0,0,3,0
371,0,0,0,5,0
373,0,0,0,1,0
374,0,0,0,1,0
375,0,0,0,3,0
376,0,0,0,3,0
377,0,0,0,23,23
378,0,0,0,2,0
379,0,0,0,1,0
380,0,0,0,4,0
381,0,0,0,5,0
382,0,0,0,2,0
384,1,9,0,9,0
386,0,0,0,1,0
387,0,0,0,1,0
392,0,0,0,3,3
394,0,0,0,1,0
395,0,0,0,4,0
396,0,0,0,5,5
397,0,0,0,1,0
399,0,0,0,1,0
400,1,3,0,3,0
402,0,0,0,1,0
403,0,0,0,1,0
404,0,0,0,3,3
405,0,0,0,5,0
406,0,0,0,1,0
408,0,0,0,1,0
409,0,0,0,3,0
410,1,3,0,3,0
411,0,0,0,1,0
414,0,0,0,1,0
415,0,0,0,3,0
416,0,0,0,11,11
417,0,0,0,2,0
418,0,0,0,14,14
419,0,0,0,1,0
420,0,0,0,1,0
421,0,0,0,2,0
422,0,0,0,1,0
423,0,0,0,2,0
424,0,0,0,4,0
425,0,0,0,5,0
426,0,0,0,6,6
427,0,0,0,1,0
429,0,0,0,3,3
431,0,0,0,1,0
432,0,0,0,1,0
434,0,0,0,2,0
436,1,10,0,10,0
437,1,9,0,9,0
438,0,0,0,4,0
440,0,0,0,1,0
442,0,0,0,5,0
444,0,0,0,3,0
445,0,0,0,1,0
446,0,0,0,2,0
447,0,0,0,5,0
449,1,3,0,3,0
450,1,5,0,5,0
451,0,0,0,3,3
452,0,0,0,1,0
453,0,0,0,1,0
454,1,7,0,7,0
457,0,0,0,4,0
459,0,0,0,4,4
463,0,0,0,3,0
464,0,0,0,1,0
465,0,0,0,1,0
466,0,0,0,1,0
467,0,0,0,1,0
471,0,0,0,5,0
475,0,0,0,4,0
476,0,0,0,1,0
478,0,0,0,2,0
479,0,0,0,1,0
480,0,0,0,1,0
481,0,0,0,4,0
482,1,13,0,13,0
484,0,0,0,1,0
488,1,5,0,5,0
490,0,0,0,10,10
491,0,0,0,2,0
492,0,0,0,1,0
493,0,0,0,1,0
494,0,0,0,3,3
497,0,0,0,7,7
498,1,8,0,8,0
499,0,0,0,1,0
500,0,0,0,2,0
501,0,0,0,1,0
506,1,7,0,7,0
507,0,0,0,5,0
508,0,0,0,1,0
509,0,0,0,1,0
510,0,0,0,3,3
511,0,0,0,3,0
512,0,0,0,3,3
513,0,0,0,3,0
514,1,11,0,11,0
516,0,0,0,4,4
518,0,0,0,5,0
521,0,0,0,1,0
524,0,0,0,3,0
525,0,0,0,3,0
530,0,0,0,2,0
531,0,0,0,2,0
533,0,0,0,1,0
534,0,0,0,1,0
536,0,0,0,1,0
538,0,0,0,4,0
539,0,0,0,3,0
540,0,0,0,2,0
541,0,0,0,4,0
542,0,0,0,2,0
543,1,4,0,4,0
544,0,0,0,2,0
545,0,0,0,1,0
547,0,0,0,1,0
549,0,0,0,6,6
550,0,0,0,4,0
551,1,3,0,3,0
554,0,0,0,2,0
555,1,3,0,3,0
557,0,0,0,5,0
558,0,0,0,1,0
560,0,0,0,1,0
561,0,0,0,3,0
562,0,0,0,4,0
563,0,0,0,1,0
564,0,0,0,3,0
565,0,0,0,1,0
566,0,0,0,1,0
567,0,0,0,3,0
568,1,5,0,5,0
569,0,0,0,1,0
570,0,0,0,1,0
571,0,0,0,1,0
572,0,0,0,4,0
573,0,0,0,3,3
574,0,0,0,1,0
576,1,5,0,5,0
581,0,0,0,4,0
582,0,0,0,4,4
583,0,0,0,1,0
584,0,0,0,1,0
585,0,0,0,1,0
586,0,0,0,2,0
587,0,0,0,3,0
588,0,0,0,4,0
590,0,0,0,1,0
591,1,5,0,5,0
592,0,0,0,2,0
593,0,0,0,3,0
594,1,5,0,5,0
595,0,0,0,2,0
597,0,0,0,1,0
598,0,24,1,24,0
600,0,0,0,4,4
604,0,0,0,4,0
605,0,0,0,2,0
609,0,0,0,1,0
610,1,4,0,4,0
612,1,3,0,3,0
613,0,0,0,1,0
616,0,0,0,4,0
617,0,0,0,1,0
618,0,0,0,4,0
619,0,0,0,2,0
620,1,6,0,6,0
622,0,0,0,4,0
625,0,0,0,2,0
626,0,0,0,1,0
629,0,0,0,2,0
630,0,0,0,20,20
631,1,13,0,13,0
632,0,0,0,1,0
633,0,0,0,3,0
634,0,0,0,8,8
635,0,0,0,6,6
636,0,0,0,5,0
637,0,0,0,1,0
638,0,0,0,1,0
639,0,0,0,2,0
640,0,0,0,4,0
641,1,9,0,9,0
644,1,3,0,3,0
645,0,0,0,1,0
648,0,0,0,6,6
649,1,6,0,6,0
650,1,4,0,4,0
651,0,0,0,19,19
652,0,0,0,4,0
653,0,0,0,3,3
654,0,0,0,1,0
655,0,0,0,10,10
656,0,0,0,1,0
657,0,0,0,4,4
658,0,0,0,9,9
661,0,0,0,1,0
662,0,0,0,3,0
663,0,0,0,4,4
664,0,0,0,1,0
665,0,0,0,4,0
666,1,4,0,4,0
667,0,0,0,1,0
668,0,0,0,3,0
669,0,0,0,1,0
671,0,0,0,1,0
674,0,0,0,4,4
675,0,0,0,8,8
676,0,0,0,3,0
678,0,0,0,5,0
679,0,0,0,2,0
680,0,0,0,1,0
681,1,5,0,5,0
682,0,0,0,1,0
685,0,0,0,14,14
686,0,0,0,2,0
687,0,0,0,2,0
688,0,0,0,1,0
689,0,0,0,1,0
690,0,0,0,3,0
691,1,5,0,5,0
697,1,8,0,8,0
698,0,0,0,5,0
699,0,0,0,11,11
700,1,7,0,7,0
703,0,0,0,2,0
705,0,0,0,1,0
707,0,0,0,1,0
709,0,15,1,15,0
710,0,0,0,3,0
713,1,9,0,9,0
715,0,0,0,1,0
716,0,0,0,4,0
717,0,0,0,4,0
718,0,0,0,1,0
721,0,0,0,2,0
722,0,0,0,3,0
723,0,0,0,3,0
724,0,0,0,2,0
725,0,0,0,1,0
728,0,0,0,3,0
729,0,0,0,4,0
737,0,23,1,23,0
738,0,0,0,3,0
739,0,0,0,1,0
740,1,4,0,4,0
741,0,0,0,2,0
742,0,0,0,3,3
744,0,0,0,1,0
745,0,0,0,3,0
746,0,0,0,2,0
747,0,0,0,1,0
748,0,0,0,1,0
749,0,0,0,5,5
751,0,0,0,1,0
755,0,0,0,2,0
757,0,19,1,19,0
759,0,0,0,4,0
760,0,0,0,1,0
761,0,0,0,1,0
762,0,0,0,4,4
763,1,3,0,3,0
764,0,0,0,1,0
765,0,0,0,3,0
767,0,0,0,1,0
771,0,0,0,4,4
774,0,0,0,2,0
776,0,0,0,17,17
777,0,0,0,1,0
778,0,0,0,2,0
779,0,0,0,2,0
783,0,0,0,7,7
786,0,0,0,1,0
787,0,0,0,2,0
788,0,0,0,4,0
789,0,0,0,1,0
790,0,0,0,3,0
794,0,0,0,4,4
795,1,3,0,3,0
796,0,0,0,1,0
797,0,0,0,4,4
799,0,0,0,11,11
801,0,0,0,1,0
804,0,0,0,1,0
807,0,0,0,3,0
808,0,0,0,4,0
809,0,0,0,2,0
810,0,0,0,1,0
817,0,0,0,2,0
819,0,0,0,3,0
821,0,0,0,1,0
822,0,0,0,2,0
825,0,0,0,1,0
826,0,0,0,1,0
827,0,0,0,16,16
829,0,0,0,3,0
831,0,0,0,3,3
833,0,0,0,3,0
835,0,0,0,3,0
839,0,0,0,1,0
840,0,0,0,1,0
843,0,0,0,1,0
845,0,0,0,4,4
849,0,0,0,4,0
850,0,0,0,1,0
852,0,0,0,1,0
853,0,0,0,2,0
854,0,0,0,3,0
856,1,9,0,9,0
857,0,0,0,4,0
858,0,0,0,1,0
859,1,5,0,5,0
860,0,0,0,2,0
862,0,0,0,2,0
863,0,0,0,3,0
866,0,0,0,27,27
868,0,0,0,1,0
869,0,0,0,1,0
871,0,0,0,2,0
873,0,0,0,15,15
876,0,0,0,1,0
877,0,0,0,1,0
879,0,0,0,1,0
880,0,0,0,5,5
881,0,0,0,2,0
882,1,6,0,6,0
887,1,3,0,3,0
888,0,0,0,2,0
890,0,0,0,4,0
891,0,0,0,3,0
892,0,0,0,5,5
893,0,0,0,2,0
897,0,0,0,2,0
898,0,0,0,2,0
902,0,0,0,2,0
903,0,0,0,2,0
904,0,0,0,3,0
905,0,0,0,3,0
906,0,0,0,1,0
908,0,0,0,1,0
910,0,0,0,2,0
911,0,0,0,6,6
912,1,4,0,4,0
915,0,0,0,5,0
917,0,24,1,24,0
918,0,0,0,7,7
919,0,0,0,1,0
921,0,0,0,1,0
923,0,0,0,2,0
926,0,0,0,2,0
927,0,0,0,3,0
928,0,0,0,16,16
929,0,0,0,5,5
931,0,0,0,7,7
933,0,0,0,5,0
936,0,0,0,1,0
938,1,4,0,4,0
940,0,0,0,1,0
941,0,0,0,13,13
944,0,0,0,1,0
946,0,0,0,1,0
948,0,0,0,2,0
949,0,0,0,4,4
951,1,6,0,6,0
952,0,0,0,2,0
953,1,14,0,14,0
955,0,0,0,2,0
958,0,0,0,2,0
959,0,0,0,1,0
960,0,0,0,1,0
966,0,0,0,4,4
968,0,0,0,1,0
971,1,4,0,4,0
972,0,0,0,2,0
978,0,0,0,2,0
979,0,0,0,2,0
980,0,0,0,3,3
981,1,6,0,6,0
982,0,0,0,1,0
988,0,0,0,6,6
989,1,6,0,6,0
994,0,0,0,1,0
995,0,0,0,6,6
998,0,0,0,1,0
999,0,0,0,2,0
1000,0,0,0,1,0
1002,0,0,0,4,4
1003,0,0,0,9,9
1005,0,0,0,1,0
1009,0,0,0,1,0
1010,1,3,0,3,0
1011,0,0,0,4,0
1014,1,10,0,10,0
1015,0,0,0,1,0
1020,0,0,0,1,0
1021,0,0,0,1,0
1022,0,0,0,1,0
1025,0,0,0,1,0
1026,0,0,0,3,0
1027,0,0,0,19,19
1029,0,0,0,1,0
1030,0,0,0,5,0
1039,0,0,0,4,0
1040,0,0,0,1,0
1041,0,0,0,1,0
1044,0,0,0,3,0
1046,0,0,0,1,0
1049,0,0,0,51,51
1050,0,0,0,5,0
1051,1,4,0,4,0
1053,0,0,0,9,9
1054,0,0,0,5,0
1055,1,9,0,9,0
1058,0,0,0,4,0
1059,0,0,0,29,29
1060,0,0,0,1,0
1061,0,0,0,1,0
1062,0,0,0,4,0
1064,1,4,0,4,0
1065,0,0,0,3,0
1066,0,0,0,1,0
1067,0,0,0,20,20
1068,0,0,0,4,0
1071,0,0,0,3,0
1072,0,0,0,1,0
1073,0,0,0,2,0
1074,0,25,1,25,0
1076,1,3,0,3,0
1078,0,0,0,6,6
1079,0,0,0,1,0
1081,0,0,0,5,0
1083,0,0,0,2,0
1084,1,3,0,3,0
1086,0,0,0,1,0
1087,0,0,0,2,0
1088,0,0,0,1,0
1089,1,6,0,6,0
1090,0,0,0,1,0
1092,0,0,0,1,0
1093,0,0,0,5,0
1094,0,0,0,1,0
1095,1,4,0,4,0
1096,0,0,0,1,0
1106,0,0,0,1,0
1110,0,0,0,1,0
1111,0,0,0,2,0
1113,0,0,0,7,7
1115,1,12,0,12,0
1116,0,0,0,1,0
1118,0,0,0,3,0
1119,0,0,0,1,0
1121,0,0,0,1,0
1122,0,0,0,2,0
1123,0,0,0,4,4
1124,0,0,0,1,0
1125,0,0,0,2,0
1128,0,0,0,3,3
1129,0,0,0,1,0
1131,0,0,0,3,3
1132,1,5,0,5,0
1133,0,0,0,1,0
1134,0,0,0,3,0
1136,0,0,0,2,0
1138,0,0,0,5,0
1140,0,0,0,1,0
1147,0,0,0,2,0
1148,0,0,0,1,0
1149,0,0,0,2,0
1151,0,0,0,7,7
1153,0,0,0,3,0
1154,0,0,0,3,0
1155,0,0,0,1,0
1159,0,0,0,7,7
1161,1,3,0,3,0
1162,0,0,0,1,0
1163,0,0,0,4,4
1164,0,0,0,5,0
1170,0,0,0,1,0
1176,0,0,0,1,0
1177,0,0,0,1,0
1179,1,4,0,4,0
1180,0,0,0,6,6
1181,0,0,0,6,6
1183,0,0,0,1,0
1184,0,0,0,2,0
1185,0,0,0,2,0
1188,0,17,1,17,0
1190,0,0,0,1,0
1196,0,0,0,1,0
1199,0,0,0,1,0
1200,0,0,0,1,0
1201,0,0,0,4,0
1203,0,0,0,1,0
1204,0,0,0,1,0
1205,1,3,0,3,0
1206,0,0,0,3,0
1207,0,0,0,2,0
1208,0,0,0,1,0
1209,0,0,0,20,20
1212,1,6,0,6,0
1213,0,0,0,2,0
1214,0,0,0,1,0
1215,0,0,0,2,0
1216,1,5,0,5,0
1218,0,0,0,1,0
1219,0,0,0,1,0
1224,0,0,0,3,0
1225,0,0,0,2,0
1227,0,0,0,1,0
1228,0,0,0,1,0
1230,0,0,0,5,0
1232,1,10,0,10,0
1234,0,0,0,2,0
1235,0,0,0,1,0
1237,0,0,0,1,0
1238,0,0,0,3,0
1241,0,0,0,2,0
1243,0,0,0,2,0
1244,0,0,0,14,14
1245,0,0,0,5,0
1246,0,0,0,2,0
1247,0,0,0,4,0
1249,0,0,0,5,0
1250,0,0,0,3,0
1253,0,0,0,1,0
1256,0,0,0,4,0
1259,0,0,0,1,0
1260,0,0,0,1,0
1262,0,0,0,4,0
1263,0,0,0,1,0
1264,0,0,0,3,0
1265,0,0,0,2,0
1267,0,0,0,2,0
1269,0,0,0,1,0
1271,0,0,0,5,0
1273,0,0,0,1,0
1274,1,4,0,4,0
1275,0,0,0,4,0
1277,0,0,0,1,0
1278,0,0,0,1,0
1280,0,0,0,15,15
1283,0,0,0,2,0
1284,0,0,0,2,0
1285,0,0,0,1,0
1288,0,0,0,1,0
1289,0,0,0,1,0
1290,0,0,0,2,0
1294,0,0,0,1,0
1295,0,0,0,1,0
1297,0,0,0,1,0
1298,0,0,0,10,10
1299,0,0,0,1,0
1300,0,0,0,1,0
1302,0,0,0,1,0
1303,0,0,0,2,0
1304,0,0,0,2,0
1306,0,0,0,1,0
1307,0,0,0,1,0
1310,0,0,0,3,3
1311,0,0,0,1,0
1316,0,0,0,5,0
1317,0,0,0,1,0
1318,0,0,0,3,3
1321,0,0,0,3,0
1326,0,0,0,4,0
1329,0,0,0,3,0
1330,0,0,0,1,0
1331,0,0,0,1,0
1332,0,0,0,1,0
1333,0,0,0,1,0
1338,0,0,0,5,0
1339,0,0,0,3,0
1340,0,0,0,5,5
1344,0,0,0,1,0
1349,0,0,0,1,0
1351,0,0,0,19,19
1352,0,0,0,4,4
1353,0,0,0,1,0
1357,0,0,0,4,0
1361,1,3,0,3,0
1363,0,0,0,1,0
1364,0,0,0,4,0
1368,0,0,0,5,0
1369,0,0,0,1,0
1370,0,0,0,1,0
1374,0,0,0,4,0
1375,0,0,0,2,0
1376,0,0,0,5,5
1381,1,3,0,3,0
1383,0,0,0,1,0
1385,1,11,0,11,0
1388,0,0,0,4,0
1390,0,0,0,5,0
1391,0,0,0,2,0
1393,0,18,1,18,0
1394,0,0,0,2,0
1397,0,0,0,1,0
1405,0,0,0,3,0
1406,0,0,0,1,0
1407,0,0,0,4,0
1408,0,0,0,3,3
1412,0,0,0,3,3
1413,1,6,0,6,0
1419,1,3,0,3,0
1424,0,0,0,1,0
1425,1,7,0,7,0
1427,0,0,0,2,0
1429,0,0,0,3,3
1430,0,0,0,3,0
1432,0,0,0,1,0
1433,0,0,0,2,0
1434,0,0,0,1,0
1435,0,0,0,11,11
1437,0,0,0,1,0
1440,0,0,0,1,0
1441,1,5,0,5,0
1444,0,0,0,2,0
1449,0,0,0,1,0
1450,0,0,0,2,0
1452,0,0,0,2,0
1453,0,0,0,1,0
1454,0,0,0,2,0
1455,0,0,0,1,0
1456,0,0,0,1,0
1457,0,0,0,2,0
1458,0,0,0,1,0
1461,1,4,0,4,0
1463,0,0,0,3,0
1464,0,0,0,3,0
1465,0,0,0,5,0
1467,0,0,0,2,0
1468,0,0,0,1,0
1469,1,3,0,3,0
1470,0,0,0,2,0
1474,0,0,0,3,3
1479,0,0,0,3,0
1480,0,0,0,3,0
1483,0,0,0,2,0
1484,0,0,0,1,0
1485,0,0,0,1,0
1486,0,0,0,1,0
1490,0,0,0,2,0
1491,0,0,0,1,0
1493,0,0,0,3,3
1494,0,0,0,4,0
1496,1,4,0,4,0
1503,0,0,0,1,0
1506,0,0,0,5,0
1507,0,0,0,4,0
1508,0,0,0,1,0
1509,0,15,1,15,0
1512,0,0,0,5,0
1513,0,0,0,5,0
1515,0,0,0,4,0
1516,0,0,0,3,0
1518,1,8,0,8,0
1519,0,0,0,2,0
1520,0,0,0,1,0
1526,0,0,0,2,0
1530,0,17,1,17,0
1531,0,0,0,1,0
1535,0,0,0,1,0
1538,0,0,0,2,0
1539,1,4,0,4,0
1541,0,0,0,4,0
1542,1,6,0,6,0
1543,0,0,0,7,7
1544,0,0,0,1,0
1546,1,4,0,4,0
1548,0,0,0,1,0
1552,0,0,0,3,3
1554,0,0,0,1,0
1556,0,0,0,1,0
1558,0,0,0,2,0
1560,1,9,0,9,0
1567,1,4,0,4,0
1568,0,0,0,6,6
1569,1,11,0,11,0
1572,0,0,0,1,0
1574,0,0,0,2,0
1577,0,0,0,2,0
1579,0,66,1,66,0
1580,0,0,0,6,6
1581,0,0,0,1,0
1585,0,0,0,1,0
1587,0,0,0,1,0
1589,0,0,0,3,0
1590,0,0,0,1,0
1592,0,0,0,3,0
1593,0,0,0,19,19
1595,0,0,0,1,0
1596,0,0,0,1,0
1597,1,4,0,4,0
1599,0,23,1,23,0
1600,1,3,0,3,0
1603,0,0,0,2,0
1605,0,0,0,4,4
1606,1,3,0,3,0
1608,0,0,0,1,0
1609,1,7,0,7,0
1612,0,0,0,1,0
1613,0,0,0,1,0
1614,0,0,0,1,0
1616,0,0,0,1,0
1617,1,4,0,4,0
1619,0,0,0,1,0
1622,1,6,0,6,0
1623,0,0,0,3,3
1625,0,0,0,1,0
1626,0,0,0,1,0
1627,0,0,0,2,0
1630,0,0,0,4,4
1631,0,0,0,1,0
1634,0,0,0,1,0
1635,1,6,0,6,0
1636,0,0,0,1,0
1638,1,4,0,4,0
1639,0,0,0,1,0
1640,0,0,0,4,0
1643,1,3,0,3,0
1646,1,8,0,8,0
1648,1,4,0,4,0
1651,0,0,0,1,0
1652,0,0,0,2,0
1653,0,0,0,1,0
1654,0,0,0,1,0
1655,0,0,0,8,8
1656,0,0,0,2,0
1657,1,3,0,3,0
1660,0,0,0,1,0
1661,0,0,0,2,0
1663,0,0,0,4,0
1664,1,3,0,3,0
1665,0,0,0,4,0
1667,1,3,0,3,0
1668,0,0,0,9,9
1669,0,0,0,1,0
1671,0,0,0,1,0
1675,0,0,0,1,0
1677,0,0,0,3,0
1678,1,13,0,13,0
1679,0,0,0,1,0
1683,0,0,0,2,0
1684,1,7,0,7,0
1685,0,0,0,1,0
1686,0,0,0,4,0
1687,1,3,0,3,0
1688,0,0,0,4,4
1689,0,0,0,1,0
1691,0,0,0,3,0
1695,0,0,0,2,0
1697,0,0,0,3,3
1698,0,0,0,1,0
1701,0,0,0,3,3
1705,0,0,0,1,0
1707,0,0,0,1,0
1708,0,0,0,2,0
1712,1,6,0,6,0
1713,0,0,0,1,0
1714,0,0,0,2,0
1715,1,4,0,4,0
1716,0,0,0,3,0
1719,1,7,0,7,0
1722,1,10,0,10,0
1723,0,0,0,1,0
1724,0,0,0,2,0
1727,0,0,0,1,0
1729,0,16,1,16,0
1730,1,4,0,4,0
1731,0,0,0,3,0
1733,0,0,0,4,4
1737,0,0,0,1,0
1738,0,0,0,1,0
1743,1,3,0,3,0
1744,0,0,0,18,18
1745,0,0,0,14,14
1747,0,0,0,5,5
1748,0,0,0,5,0
1757,0,0,0,3,3
1760,0,0,0,3,0
1762,0,0,0,1,0
1765,0,0,0,2,0
1769,0,0,0,1,0
1773,0,0,0,4,0
1776,0,0,0,1,0
1777,0,0,0,1,0
1779,0,0,0,2,0
1781,0,0,0,1,0
1782,0,0,0,2,0
1783,0,0,0,1,0
1789,0,0,0,7,7
1792,0,0,0,3,3
1800,0,0,0,1,0
1802,0,0,0,5,0
1812,0,0,0,1,0
1813,0,0,0,2,0
1817,1,4,0,4,0
1818,0,0,0,3,3
1821,0,0,0,1,0
1827,1,3,0,3,0
1828,1,3,0,3,0
1829,0,0,0,1,0
1831,0,0,0,5,0
1833,0,0,0,5,0
1834,0,0,0,2,0
1835,0,0,0,19,19
1837,0,0,0,5,0
1838,0,0,0,3,3
1839,0,0,0,65,65
1841,0,0,0,1,0
1842,0,0,0,2,0
1844,1,13,0,13,0
1845,0,0,0,27,27
1851,0,0,0,1,0
1854,1,10,0,10,0
1855,0,0,0,1,0
1856,0,0,0,1,0
1857,1,4,0,4,0
1860,1,4,0,4,0
1863,1,7,0,7,0
1864,1,10,0,10,0
1865,0,0,0,2,0
1867,0,0,0,2,0
1869,0,0,0,2,0
1875,0,0,0,3,3
1876,0,0,0,1,0
1877,1,6,0,6,0
1879,0,0,0,1,0
1880,0,0,0,1,0
1881,0,0,0,1,0
1882,0,0,0,1,0
1885,0,0,0,4,0
1886,0,0,0,4,4
1887,0,0,0,1,0
1889,0,0,0,1,0
1891,0,0,0,1,0
1893,0,0,0,1,0
1895,0,0,0,3,3
1896,0,0,0,48,48
1897,0,30,1,30,0
1898,0,19,1,19,0
1900,0,0,0,1,0
1902,0,0,0,2,0
1903,0,0,0,2,0
1904,0,0,0,1,0
1905,0,0,0,4,0
1907,0,0,0,1,0
1908,0,0,0,4,0
1910,0,0,0,8,8
1911,0,0,0,1,0
1913,0,0,0,1,0
1914,0,0,0,3,0
1917,0,0,0,4,0
1918,0,0,0,1,0
1923,0,0,0,3,3
1924,0,0,0,1,0
1925,0,0,0,2,0
1930,1,4,0,4,0
1931,0,0,0,1,0
1932,0,0,0,1,0
1934,0,0,0,1,0
1937,0,0,0,1,0
1939,0,0,0,4,0
1941,0,0,0,1,0
1943,1,3,0,3,0
1944,0,0,0,7,7
1945,0,0,0,1,0
1946,0,0,0,1,0
1947,0,0,0,1,0
1948,0,0,0,5,0
1950,0,0,0,8,8
1951,0,0,0,3,3
1952,0,0,0,2,0
1953,0,0,0,2,0
1956,0,0,0,1,0
1957,0,0,0,2,0
1959,0,0,0,18,18
1960,0,0,0,4,0
1962,0,0,0,17,17
1963,0,0,0,6,6
1964,0,0,0,1,0
1965,0,0,0,2,0
1970,0,0,0,1,0
1971,0,0,0,2,0
1972,1,11,0,11,0
1974,0,0,0,4,0
1978,0,0,0,1,0
1982,0,0,0,4,4
1983,0,0,0,1,0
1984,0,0,0,4,0
1985,0,0,0,2,0
1986,0,0,0,2,0
